,Crop,Stage,Disease Name,Pathogen Type,Favorable Weather Conditions,Symptoms at This Stage,Why This Stage is Vulnerable,Preventive Measures,Monitoring Indicators,NDVI,EVI,SAVI,NDRE,LAI,NDWI,NDMI,RSM,RVI,VARI,SOC,AVI,BSI,SI,VSSI,Crop_enc,Stage_enc,Disease_enc
161,toor,seed treatment sowing,nematode infestation,Nematode,"Warm, moist soils (22-28°C), sandy soils with organic matter",No symptoms visible at seed stage,Nematodes in soil can attack emerging roots causing stunting later,"Use nematode-free seeds, soil solarization, crop rotation, nematicide treatments","Soil nematode population counts, sandy soil assessment, seed origin verification",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,23,139
162,toor,germination emergence,fusarium wilt,Fungus,"Warm to moderate (20-25°C), high soil moisture","Slowed germination, seedling blight, root discoloration",Germinating seeds have weak defense; fungus attacks from soil,"Fungicide seed treatment, well-drained soil, avoid waterlogging","Soil temperature, seedling emergence rate, root discoloration checks, soil fungal counts",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,10,101
163,toor,germination emergence,dry root rot,Fungus,Warm soils (20-25°C) alternating with dry periods,"Poor emergence, seedling blight, brown root lesions","Fungus attacks young roots, alternating moisture stresses the plant","Treated seeds, proper drainage, balanced soil moisture, avoid drought stress","Emergence percentage, root browning assessment, soil moisture fluctuations",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,0,10,84
164,toor,germination emergence,phytophthora blight,Fungus,"Cool, wet soils (15-20°C), high humidity, waterlogged conditions","Damping-off, seedling collapse, water-soaked stems",Oomycete pathogen thrives in wet soil; seedlings have no disease resistance yet,"Improve soil drainage, avoid waterlogging, use fungicide seed treatment","Soil moisture monitoring, drainage assessment, seedling vigor tracking",3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,0,10,146
165,toor,germination emergence,alternaria leaf spot,Fungus,"Warm, humid (20-25°C), high relative humidity (>80%)","Small tan to brown lesions on emerging leaves, stunting",Emerging seedling leaves are tender and susceptible to spore infection,"Use treated seeds, improve air circulation, avoid overhead irrigation","Leaf wetness duration, humidity levels, lesion counting",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,10,3
166,toor,seedling stage,fusarium wilt,Fungus,"Warm to moderate (18-25°C), moist soil","Wilting, stunting, brown discoloration near roots, seedling death",Fusarium vascular pathogen attacks weak seedling roots,"Fungicide treatment, resistant varieties, crop rotation","Root disease monitoring, wilting symptoms, soil fungal surveys",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,25,101
167,toor,seedling stage,phytophthora blight,Fungus,"Cool, wet (15-18°C), high humidity","Water-soaked lesions, seedling collapse, root rot",Waterlogged conditions favor oomycete spread on tender tissues,"Good drainage, avoid waterlogging, seed fungicide","Damping-off incidence, root assessment, soil saturation",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,25,146
168,toor,seedling stage,alternaria blight,Fungus,"Warm, humid (22-28°C), prolonged leaf wetness","Brown to black lesions on leaves, seedling blight, yellowing",Young leaves tender; high humidity promotes spore germination and spread,"Fungicide treatment, improve air circulation, remove infected plants","Leaf wetness duration, humidity spikes, lesion progression",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,25,1
169,toor,seedling stage,sterility mosaic disease,Virus,"Warm conditions (25-30°C), presence of thrips or aphids","Mottling, yellow patterns on young leaves, stunting",Viral transmission through insect vectors; seedlings cannot recover,"Use virus-free seeds, control vector insects, remove infected plants","Insect vector counts, mottling pattern detection, NDVI anomalies",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,25,210
170,toor,seedling stage,dry root rot,Fungus,"Warm soils (22-25°C), alternating dry-wet cycles","Poor seedling vigor, brown root lesions, stunting",Fungus attacks tender roots during stress periods,"Resistant varieties, maintain balanced moisture, avoid drought stress","Root browning, seedling vigor rating, soil moisture monitoring",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,0,25,84
171,toor,seedling stage,fusarium wilt,Fungus,"Moderate to warm (20-28°C), moist soils","Progressive wilting from bottom to top, yellowing, plant death",Vascular pathogen spreads through root system; plants cannot absorb water,"Crop rotation, resistant varieties, avoid waterlogging","Wilting progression, vascular discoloration, soil pathogen surveys",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,25,101
172,toor,vegetative growth,dry root rot,Fungus,"Warm (22-28°C), dry spells alternating with rains","Stunting, yellowing, premature senescence",Root infection reduces nutrient uptake during stress,"Resistant hybrids, proper irrigation, avoid drought","Root health monitoring, leaf yellowing tracking, plant vigor assessment",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,0,31,84
173,toor,vegetative growth,phytophthora blight,Fungus,"Cool, wet (15-20°C), high humidity, waterlogged","Water-soaked lesions on stems and leaves, blighting",Rapidly spreading oomycete in wet conditions; plant tissues still relatively tender,"Improve drainage, avoid waterlogging, apply fungicide","Soil saturation monitoring, canopy wetness duration, lesion spread rate",3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,0,31,146
174,toor,vegetative growth,alternaria blight,Fungus,"Warm to hot (25-30°C), high humidity, prolonged leaf wetness",Brown to black lesions with concentric rings on leaves,Rapid leaf expansion increases disease susceptibility and spore contact,"Fungicide sprays, remove lower infected leaves, improve air flow","Leaf wetness tracking, humidity spikes, lesion severity monitoring",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,31,1
175,toor,vegetative growth,sterility mosaic disease,Virus,"Warm (25-32°C), high vector activity","Mottling, yellow streaks, leaf curl, stunting",Viral vectors active during warm vegetative growth; plants cannot recover,"Control vectors (thrips/aphids), use resistant varieties, remove infected plants","Vector population monitoring, mottling symptom tracking, NDVI anomalies",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,31,210
176,toor,vegetative growth,powdery mildew,Fungus,"Warm days, cool nights (18-24°C), low humidity, shaded canopy",White powdery coating on leaves and stems,Pathogen thrives in moderate temps with dry leaves but in canopy shade,"Improve plant spacing, increase air circulation, sulfur dusts","Canopy density assessment, powdery coating detection, humidity variation",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,31,155
177,toor,pre-flowering budding,fusarium wilt,Fungus,"Warm (22-28°C), moist soils","Wilting, vascular discoloration, leaf yellowing, plant death",Plant entering critical reproductive stage; vascular blockage cuts off water,"Resistant varieties, crop rotation, avoid waterlogging","Wilting symptoms, vascular browning in stems, soil pathogen counts",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,20,101
178,toor,pre-flowering budding,phytophthora blight,Fungus,"Cool, wet (15-20°C), high humidity, waterlogged soils",Water-soaked blighting of buds and flower stems,Oomycete rapidly destroys tender flower tissues in wet conditions,"Improve drainage, fungicide applications, remove infected tissues","Bud blight incidence, soil saturation level, lesion spread rate",3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,0,20,146
179,toor,pre-flowering budding,powdery mildew,Fungus,"Warm days, cool nights (18-24°C), low humidity",White powdery coating on leaves and flower buds,Pathogen thrives on developing buds and flower parts in moderate conditions,"Improve spacing, sulfur dust applications, biological fungicides","Powdery coating detection, canopy air movement assessment",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,20,155
180,toor,pre-flowering budding,sterility mosaic disease,Virus,"Warm (25-30°C), high insect vector activity","Mottling on buds, leaf curl, flower distortion",Viral vectors transmit disease to reproductive tissues; flowers abort,"Vector control, resistant varieties, remove infected plants","Vector population, bud deformation assessment, NDVI patterns",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,20,210
181,toor,pre-flowering budding,alternaria blight,Fungus,"Warm, humid (24-28°C), prolonged leaf wetness","Brown lesions on flower bracts and buds, bud blighting",Spores infect developing reproductive tissues during high humidity,"Fungicide sprays, remove lower leaves, improve air circulation","Bud lesion counting, leaf wetness periods, humidity levels",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,20,1
182,toor,flowering,fusarium wilt,Fungus,"Warm (22-28°C), moist soils","Pre-mature flower abortion, wilting, plant collapse",Vascular blockage prevents water uptake during critical flowering,"Crop rotation, resistant varieties, avoid overwatering","Flower abortion counting, vascular discoloration, soil pathogen presence",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,8,101
183,toor,flowering,phytophthora blight,Fungus,"Cool, wet (15-20°C), high humidity, waterlogged","Water-soaked blighting of flowers, pod abortion",Oomycete destroys tender flower and pod tissues in wet conditions,"Improve drainage, fungicide sprays, remove infected tissues","Flower blight incidence, soil saturation, lesion spread",3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,0,8,146
184,toor,flowering,powdery mildew,Fungus,"Warm days, cool nights (18-24°C), low humidity, shaded canopy",White powdery coating on flowers and leaves,Pathogen affects flower development and pollination,"Improve plant spacing, sulfur treatments, biological fungicides","Powdery coating detection, flower quality assessment",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,8,155
185,toor,flowering,sterility mosaic disease,Virus,"Warm (25-30°C), high vector activity","Flower deformation, incomplete flower development",Viral infection prevents normal flower development,"Vector control, remove infected plants, resistant varieties","Vector population, flower malformation counting",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,8,210
186,toor,flowering,alternaria blight,Fungus,"Warm, humid (24-28°C), prolonged leaf wetness",Brown lesions on flowers and flower bracts,Spores attack developing flowers reducing fruit set,"Fungicide sprays, remove lower infected leaves, improve air flow","Flower lesion assessment, leaf wetness period tracking",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,8,1
187,toor,pod formation,fusarium wilt,Fungus,"Warm (22-28°C), moist soils","Pod abortion, yellowing, plant wilting",Vascular blockage prevents water and nutrient translocation to pods,"Crop rotation, resistant varieties, irrigation management","Pod abortion counting, vascular discoloration, wilt progression",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,17,101
188,toor,pod formation,phytophthora blight,Fungus,"Cool, wet (15-20°C), high humidity, waterlogged soils","Water-soaked blighting of pods, pod rot",Oomycete rapidly colonizes developing pods in wet conditions,"Improve drainage, fungicide applications, remove infected pods","Pod blight incidence, soil saturation level, lesion expansion",3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,0,17,146
189,toor,pod formation,alternaria blight,Fungus,"Warm, humid (24-28°C), prolonged leaf wetness","Brown lesions on pods, pod surface scarring",Spores from leaves infect developing pod surface,"Fungicide sprays, improve air circulation, remove infected leaves","Pod lesion counting, leaf wetness periods, humidity monitoring",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,17,1
190,toor,pod formation,pod borer,Pest,"Warm, dry conditions (25-32°C), low rainfall","Boreholes in pods, larval frass, hollow pods, seed damage",Larval feeding inside developing pods; high survival rate in dry weather,"Pheromone traps, insecticide sprays, biological controls","Pheromone trap counts, boreholes per pod assessment, larval presence",3,3,3,3,3,3,3,3,4,4,4,4,2,2,2,0,17,152
191,toor,pod formation,tur pod fly,Pest,"Warm (25-30°C), moderate humidity, low rainfall","Boreholeson pods, whitish maggots inside pods",Maggots feed on developing seeds; multiple generations in warm season,"Adultly monitoring with traps, removal of infested pods, insecticide","Maggot presence, pod infestation percentage, fly trap counts",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,17,228
192,toor,maturity,fusarium wilt,Fungus,Warm to moderate (20-26°C),"Premature plant senescence, incomplete pod fill, yellowing",Vascular dysfunction persists; cannot meet final nutrient demands of pods,"Crop rotation, resistant varieties, proper field management","Pod fill assessment, premature senescence counting, harvest timing",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,14,101
193,toor,maturity,phytophthora blight,Fungus,"Cool, wet (15-18°C), high humidity","Pod rot, mold on pod surface",Waterlogged conditions promote late season pod rot,"Improve drainage before maturity, fungicide if needed","Pod rot percentage, soil moisture level, late season rainfall",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,14,146
194,toor,maturity,alternaria blight,Fungus,"Warm to moderate, high humidity","Pod surface lesions, seed coat staining",Late infection reduces seed quality and germination,"Fungicide sprays if severe, proper field sanitation","Pod lesion assessment, seed staining evaluation",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,14,1
195,toor,maturity,powdery mildew,Fungus,"Warm days, cool nights, low humidity",Powdery coating on pods and stems,Late season infection may reduce seed quality,"Remove infected plant parts, improve air circulation","Powdery coating detection, pod quality assessment",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,14,155
196,toor,maturity,sterility mosaic disease,Virus,Warm (25-30°C),"Mottled pods, poor seed fill",Viral infection reduces final seed quality and yield,"Remove infected plants, vector control","Pod quality evaluation, seed fill percentage",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,14,210
197,toor,maturity,anthracnose,Fungus,"Warm, wet (22-28°C), high humidity, rainfall","Small lesions on pods, black spots on seeds",Fungal spores infect maturing seed coats,"Remove infected plant material, crop rotation","Lesion counting on pods, seed quality checks",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,14,10
198,toor,harvest,fusarium wilt,Fungus,Warm (20-28°C),"Poor grain quality, lightweight seeds",Plant death before harvest maturity; severe yield impact,"Timely harvest, resistant varieties, crop rotation","Seed weight assessment, harvest readiness evaluation",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,12,101
199,toor,harvest,phytophthora blight,Fungus,"Cool, wet (15-20°C), high humidity","Pod and seed rot, mold",Continued wet conditions favor pre-harvest rot,"Rapid harvest, proper drying, storage conditions","Pod condition at harvest, seed moisture level, fungal contamination",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,12,146
200,toor,harvest,alternaria blight,Fungus,"Warm, humid, rainfall","Seed coat staining, reduced seed quality",Late infection reduces market value of harvest,"Proper harvest timing, seed treatment","Seed quality grading, fungal colony counts",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,12,1
201,toor,harvest,powdery mildew,Fungus,"Moderate temperature, low humidity",Powdery residue on seeds,Late season infection affects seed quality,"Proper field cleanup, seed treatment","Seed surface cleaning, quality assessment",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,0,12,155
202,toor,harvest,sterility mosaic disease,Virus,Warm,"Reduced seed quality, poor germination",Viral infection at maturity reduces seed viability,"Harvest quality seeds, remove infected plants","Seed germination tests, quality evaluation",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,12,210
203,toor,harvest,anthracnose,Fungus,"Warm, wet conditions","Black lesions on seeds, reduced quality",Fungal seed coat infection affects viability,"Use treated seeds, proper storage","Seed quality assessment, fungal infection checks",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,12,10
206,chickpea,seed treatment & sowing,fusarium wilt (fusarium oxysporum f. sp. ciceri),Fungus,"25–30°C warm soil, low to moderate soil moisture",Seed may fail to germinate; early seedling yellowing; brown root base,Soil-borne pathogen infects germinating seed and young roots,"Seed treatment (Carbendazim/Trichoderma), resistant varieties, avoid wilt-sick soils","Soil temperature & moisture, early NDVI drop, wilt field history",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,22,104
207,chickpea,seed treatment & sowing,rhizoctonia root rot / seedling blight (rhizoctonia solani),Fungus,"Cool–warm moist soil (15–28°C), high organic matter","Pre-emergence damping-off, seed rot, collapsed seedlings",High soil moisture + tender seedling tissues,"Seed treatment (Thiram/Carboxin), proper drainage, avoid heavy early irrigation","Soil moisture >70%, cloudy-humid weather, uneven emergence",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,22,166
208,chickpea,seed treatment & sowing,pythium damping-off (pythium spp.),Oomycete,"High soil moisture, low temps (10–20°C), continuous wetness","Seed rot, soft watery radicle tissues",Pythium rapidly attacks soft tissues during germination,"Seed treatment (Metalaxyl), avoid waterlogging, raised beds","Soil saturation index, rain forecast after sowing, cold–wet conditions",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,22,157
209,chickpea,seed treatment & sowing,ascochyta blight – seed-borne phase (ascochyta rabiei),Fungus,"Cool humid weather, RH > 85%",Weak germination; dark specks on seed coat,Seed-borne inoculum activates immediately,"Disease-free seeds, seed treatment (Mancozeb/Chlorothalonil)","Seed purity tests, humidity spikes, past infection history",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,22,22
210,chickpea,seed treatment & sowing,collar rot (sclerotium rolfsii),Fungus,"Warm moist soil (20–35°C), high residues",Seedlings die post-emergence; white mycelia at collar zone,Tender tissues highly susceptible; pathogen thrives in warm soil,"Deep ploughing, seed treatment, residue management","Soil temp, sclerotia presence, early NDVI decline",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,22,49
211,chickpea,seed treatment & sowing,dry root rot (macrophomina phaseolina),Fungus,"High temp >30°C, low soil moisture","Poor germination, brittle dry roots",Drought stress weakens seedlings,"Maintain soil moisture, Trichoderma seed treatment","Soil dryness index, temperature spikes",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,22,85
212,chickpea,seed treatment & sowing,root-knot nematode (meloidogyne spp.),Nematode,"Sandy soils, warm temps 25–30°C",Stunted seedlings; early root stress (galls not yet visible),Juveniles attack roots immediately,"Biocontrol seed treatment (P. lilacinus), neem cake","Soil nematode assays, hotspot mapping, slow NDVI gain",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,22,172
213,chickpea,seed treatment & sowing,cutworm (soil pest),Insect Pest,"Moist soil, cloudy weather, weedy fields",Cut seedlings near soil surface,Larvae stay in soil and target tender emerging shoots,"Weed removal, soil insecticide, light traps","Pest count from soil sampling, night activity traps",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,22,76
214,chickpea,germination,fusarium wilt (fusarium oxysporum f. sp. ciceri),Fungus,"Warm soil (20–28°C), moderate moisture",Seedlings wilt; root base turns light brown,Soft germinating roots easily infected,"Seed treatment (Carbendazim/Trichoderma), resistant varieties","NDVI stagnation 7–10 DAS, soil temp & moisture",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,104
215,chickpea,germination,rhizoctonia root rot / seedling blight (rhizoctonia solani),Fungus,"Moist soil, cloudy weather, 15–28°C",Seedling collapse; brown collar lesions,Tender hypocotyl highly susceptible,"Thiram/Carboxin seed treatment, improve drainage","Soil moisture >70%, uneven emergence",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,166
216,chickpea,germination,pythium damping-off (pythium spp.),Oomycete,Cold wet soils (10–20°C) with saturation,Soft watery root tissue; pre/post-emergence rot,Fast radicle invasion under wetness,"Metalaxyl seed treatment, avoid waterlogging","Soil saturation, rainfall immediately after sowing",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,157
217,chickpea,germination,ascochyta blight – seedborne phase (ascochyta rabiei),Fungus,"High humidity (>85%), 15–20°C",Weak seedlings; necrotic specks,Seedborne inoculum activates early,"Disease-free seeds, Mancozeb/Chlorothalonil treatment","Humidity spikes, seed health test",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,9,23
218,chickpea,germination,collar rot (sclerotium rolfsii),Fungus,"Warm moist soils (22–35°C), residues",White mycelia on collar; seedling death,Tender collar region vulnerable,"Residue reduction, fungicidal seed dressing","Sclerotia presence, early NDVI dip",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,49
219,chickpea,germination,dry root rot (macrophomina phaseolina),Fungus,"High temp >30°C, dry soil",Weak seedlings; brittle roots,Drought stress lowers resistance,"Maintain soil moisture, Trichoderma coating","Soil dryness index, heat spike",3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,1,9,85
220,chickpea,germination,root-knot nematode (meloidogyne spp.),Nematode,"Sandy soils, 25–30°C",Stunted seedlings; early root stress,Juveniles attack young roots immediately,"Neem cake, Paecilomyces seed treatment","Nematode assay, slow NDVI gain",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,172
221,chickpea,germination,cutworm (soil pest),Insect Pest,"Cloudy, moist, weedy fields",Seedlings cut at soil surface,Larvae attack tender stems,"Weed removal, light traps, soil insecticide","Pest count, missing plants in patches",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,76
222,chickpea,emergence,fusarium wilt (fusarium oxysporum f. sp. ciceri),Fungus,"Warm soil (20–28°C), moderate moisture",Sudden yellowing; pale top; slight root discoloration,Shallow root system easily infected; xylem blockage begins,"Seed treatment, resistant varieties, avoid wilt-sick fields","NDVI stagnation (5–10 DAS), soil moisture fluctuations",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,104
223,chickpea,emergence,rhizoctonia root rot / seedling blight (rhizoctonia solani),Fungus,"Moist warm soil (15–28°C), high organic matter",Collar lesions; seedlings fall ('sore shin'),Tender hypocotyl passing through infected soil,"Thiram/Carboxin seed treatment, improve drainage","Soil moisture >70%, cloudy-humid spells, uneven emergence",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,166
224,chickpea,emergence,pythium damping-off (pythium spp.),Oomycete,Cold wet soils (10–20°C) with saturation,Seedlings collapse shortly after emergence,Soft cotyledons & hypocotyl ideal for attack,"Metalaxyl seed treatment, avoid early irrigation","Soil saturation, rainfall right after sowing",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,157
225,chickpea,emergence,ascochyta blight – initiation phase (ascochyta rabiei),Fungus,"Cool (15–20°C), high humidity (>85%)",Tiny brown specks on cotyledons/young leaves,Seedborne inoculum activates as seedlings emerge,"Disease-free seeds, Mancozeb/Chlorothalonil","Humidity spikes, early chlorosis patterns",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,6,21
226,chickpea,emergence,collar rot (sclerotium rolfsii),Fungus,"Warm (22–35°C), moist soils with residues",White fungal growth on collar; seedling death,Tender collar region highly susceptible,"Deep ploughing, residue reduction, fungicidal seed coat","Sclerotia presence, early NDVI dip (7–12 DAS)",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,49
227,chickpea,emergence,dry root rot (macrophomina phaseolina),Fungus,High temperature >30°C + dry soil,Slight wilting; brittle dry roots,Low moisture at emergence weakens seedlings,"Maintain moisture, Trichoderma coating","Soil dryness index, heat-wave alerts",3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,1,6,85
228,chickpea,emergence,root-knot nematode (meloidogyne spp.),Nematode,"Sandy soils, warm temps 25–30°C",Stunted seedlings; poor taproot development,Juveniles invade roots immediately,"Neem cake, Paecilomyces seed treatment","Nematode assay, low NDVI patches",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,172
229,chickpea,emergence,cutworm (soil pest),Insect Pest,"Moist soil, cloudy weather, weedy fields",Seedlings cut at soil surface (night damage),Larvae cut emerging stems at ground level,"Weed cleanup, light traps, soil insecticide","Night trap counts, missing-seedling patches",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,76
230,chickpea,vegetative growth,ascochyta blight (ascochyta rabiei),Fungus,"Cool (15–22°C), humid (>85% RH), cloudy weather",Brown–black lesions on leaves & stems; pycnidia present,Dense canopy increases humidity; rapid leaf expansion,"Preventive sprays (Chlorothalonil/Mancozeb), resistant varieties","Leaf wetness >10 hrs, NDVI patchiness, humidity spikes",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,31,20
231,chickpea,vegetative growth,botrytis gray mold (botrytis cinerea),Fungus,"Cool–moist (12–18°C), prolonged fog/dew","Gray fuzzy mold on leaves, petioles, stems",Overlapping leaves trap moisture; canopy stays wet,"Avoid dense planting, Iprodione/Carbendazim sprays","High RH, low airflow, NDVI decline",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,31,44
232,chickpea,vegetative growth,alternaria blight (alternaria alternata),Fungus,"Warm humid (20–28°C), intermittent rainfall",Circular lesions with yellow halo on older leaves,Lower leaves wet for long; canopy microclimate favors spores,"Remove residues, Mancozeb sprays","Humidity spikes, leaf yellowing, heat + humidity cycles",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,31,2
233,chickpea,vegetative growth,fusarium wilt (fusarium oxysporum f. sp. ciceri),Fungus,Warm soil (22–28°C),Wilting of branches; brown vascular tissue,Xylem infection worsens as water demand increases,"Resistant varieties, crop rotation, soil health management","NDVI drop, wilt patches, soil temperature",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,31,104
234,chickpea,vegetative growth,dry root rot (macrophomina phaseolina),Fungus,"Hot (>30°C), dry soil",Sudden drying; stem shredding,Water stress + heat accelerates pathogen,"Maintain moisture, organic amendments","Soil moisture deficit, heat stress alerts",3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,1,31,85
235,chickpea,vegetative growth,collar rot (sclerotium rolfsii),Fungus,"Warm (22–35°C), residue-rich soils","Yellowing, drooping from collar upward",Collar partly lignified but still vulnerable,"Residue reduction, soil fungicides","Sclerotia presence, NDVI decline near base",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,31,49
236,chickpea,vegetative growth,root-knot nematode (meloidogyne spp.),Nematode,"Sandy soils, warm (25–30°C)","Stunted plants, pale foliage; early root galls form",Rapid root growth exploited by nematodes,"Neem cake, Paecilomyces, crop rotation","Hotspot mapping, low NDVI pockets",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,31,172
237,chickpea,vegetative growth,helicoverpa (early feeding stage),Insect Pest,"20–30°C, moderate conditions",Pin-hole feeding; leaf defoliation,Vegetative canopy supports early larvae feeding,"Pheromone traps, Bt/NPV sprays","Trap catches, % leaf damage, NDVI dips",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,31,119
238,chickpea,flowering,ascochyta blight (ascochyta rabiei),Fungus,"Cool (15–22°C), high humidity (>85%), cloudy/rainy","Lesions on leaves, stems, pods; flower drop",Flowering increases canopy humidity and susceptibility,Mancozeb/Chlorothalonil sprays; resistant varieties,"Leaf wetness duration, humidity spikes, NDVI patchiness",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,8,20
239,chickpea,flowering,botrytis gray mold (botrytis cinerea),Fungus,"Cool–moist (12–18°C), continuous dew/fog","Gray mold on flowers, petioles, pods",Flower clusters trap moisture → ideal for mold,Avoid dense canopy; Iprodione/Carbendazim,"High RH, low airflow, NDVI sudden drop",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,8,44
240,chickpea,flowering,alternaria blight (alternaria alternata),Fungus,"Warm humid (20–28°C), intermittent rain",Concentric lesions; flower shedding,Upper canopy soft tissues prone during flowering,Mancozeb/Chlorothalonil sprays,"Humidity–heat cycles, top leaf yellowing",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,8,2
241,chickpea,flowering,fusarium wilt (fusarium oxysporum),Fungus,Warm soils (22–30°C),Wilting of branches or whole plant; vascular browning,High water/nutrient demand at flowering enhances wilt,Resistant varieties; rotation,"NDVI dip in patches, soil temperature rise",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,8,105
242,chickpea,flowering,sclerotinia stem rot / white mold (sclerotinia sclerotiorum),Fungus,"Cool & humid (15–20°C), long wetness",White cottony mycelia; lodging; flower blight,Dense flowering canopy holds moisture,Avoid overhead irrigation; Boscalid/Carbendazim,"Leaf wetness >12 hrs, soil moisture >70%",3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,1,8,179
243,chickpea,flowering,dry root rot (macrophomina phaseolina),Fungus,"Hot (>30°C), dry soil",Sudden plant death; stem shredding,Drought stress peaks at flowering,Maintain moisture; Trichoderma,"Soil dryness index, heat waves",3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,1,8,85
244,chickpea,flowering,root-knot nematode (meloidogyne spp.),Nematode,"Sandy soils, warm temps",Poor pod set; weak flowering canopy,High nutrient demand amplifies nematode injury,Neem cake; Paecilomyces,"NDVI low zones, nematode hotspots",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,8,172
